,Country,GENC,Year,Area in Square Kilometers,Population,Annual Growth Rate %,Rate of Natural Increase,Population Density (People per Sq. Km.),Natural Increase,Total Fertility Rate,Crude Birth Rate,Gross Reproduction Rate,LifeExp,"Infant Mortality Rate, Both Sexes",Crude Death Rate,"Deaths, both sexes",Net Migration Rate,"Net international migrants, both sexes",Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Continent,Income
707,Bolivia,BO,2018.0,"1,083,301","11,456,219",1.43,1.54,10.6,"176,027",2.63,21,1.28,73.3,22.7,5.7,"64,852",-1,"-11,704",36.1,14.3,25.6,29.4,29.2,57.6,South America,LM
708,Brazil,BR,2018.0,"8,358,140","211,669,594",0.8,0.8,25.3,"1,697,689",1.77,14.2,0.86,76,12.2,6.1,"1,299,592",0,"-4,920",53.32000000000001,15.05,34.88,41.510000000000005,43.99,42.57,South America,UM
709,Bulgaria,BG,2018.0,"108,489","7,056,613",-0.63,-0.61,65,"-42,660",1.47,8.5,0.71,74.8,8.5,14.6,"102,877",-0.3,"-2,038",41.625,9.15,25.950000000000003,36.525,33.975,53.65,Europe,UM
710,Cambodia,KH,2018.0,"176,515","15,900,821",1.5,1.7,90.1,"270,827",2.51,22.8,1.23,69.9,31.3,5.8,"92,094",-2,"-31,976",49.2,17.4,33.9,53.7,24.6,26.4,Asia,LM
711,Canada,CA,2018.0,"9,093,507","37,043,971",0.84,0.25,4.1,"93,257",1.55,10.2,0.76,83.5,4.5,7.7,"286,101",5.9,"216,585",73.48928571428571,29.939285714285717,52.489285714285714,71.92857142857143,69.98214285714286,115.52857142857144,North America,H
712,Chile,CL,2018.0,"743,812","17,921,978",0.75,0.71,24.1,"127,592",1.79,13.4,0.88,79,7,6.2,"111,881",0.3,"6,000",56.8,17.8,38.0,48.2,55.3,50.6,South America,H
713,China,CN,2018.0,"9,326,410","1,395,959,772",0.37,0.38,149.7,"5,358,255",1.47,10.9,0.69,77.5,7.3,7.1,"9,916,005",-0.1,"-186,000",45.73333333333333,25.25,35.833333333333336,47.05,32.43333333333333,79.2,Asia,UM
714,Colombia,CO,2018.0,"1,038,700","46,674,420",3.2,1.05,44.9,"489,703",1.96,15.8,0.96,78.3,12,5.3,"246,968",21.5,"1,004,215",35.96666666666667,11.2,24.03333333333333,30.73333333333333,26.96666666666667,37.0,South America,UM
715,Costa Rica,CR,2018.0,"51,060","5,016,488",1.31,0.92,98.2,"46,146",1.71,13.6,0.83,80.3,6.6,4.5,"22,303",3.9,"19,768",60.5,19.3,40.6,61.0,49.5,48.9,North America,UM
716,Croatia,HR,2018.0,"55,974","4,271,543",-0.49,-0.35,76.3,"-14,910",1.41,8.9,0.68,76.3,9.4,12.4,"52,871",-1.4,"-6,166",56.125,12.375,35.050000000000004,47.6,46.25,56.8,Europe,H
717,Cuba,CU,2018.0,"109,820","11,115,979",-0.27,0.18,101.2,"19,573",1.71,10.6,0.83,78.9,4.3,8.9,"98,417",-4.5,"-49,889",62.7,12.0,38.3,41.4,28.2,1.9,North America,UM
718,Cyprus,CY,2018.0,"9,241","1,237,560",1.28,0.44,133.9,"5,498",1.47,11.2,0.72,79,9.1,6.7,"8,332",8.3,"10,306",63.23333333333333,17.599999999999998,41.23333333333333,51.866666666666674,70.60000000000001,88.96666666666665,Europe,H
719,Denmark,DK,2018.0,"42,434","5,809,375",0.58,0.16,136.9,"9,220",1.78,10.9,0.86,81,3.2,9.3,"54,186",4.3,"24,714",93.56666666666666,37.43333333333333,66.5,74.26666666666667,108.36666666666667,109.7,Europe,H
720,Dominican Republic,DO,2018.0,"48,320","10,325,539",0.96,1.22,213.7,"126,108",2.28,18.8,1.12,71.3,23.8,6.6,"68,195",-2.6,"-26,968",49.1,12.5,31.4,42.3,46.4,28.8,North America,UM
721,Ecuador,EC,2018.0,"248,360","16,868,883",2.65,1.5,67.9,"253,655",2.42,19.3,1.18,81.5,11.4,4.3,"72,561",11.4,"192,640",45.56666666666666,12.666666666666666,29.73333333333333,43.03333333333334,33.233333333333334,37.96666666666667,South America,UM
722,El Salvador,SV,2018.0,"20,721","6,368,195",0.97,1.31,307.3,"83,198",2.11,19,1.03,74.4,13.1,5.9,"37,656",-3.4,"-21,389",50.3,12.8,32.2,51.3,37.3,28.6,North America,LM
723,Estonia,EE,2018.0,"42,388","1,243,890",-0.6,-0.3,29.3,"-3,680",1.6,9.9,0.78,77,3.6,12.8,"15,959",-3.1,"-3,800",58.0,16.05,37.75,43.85,58.35,74.6,Europe,H
724,Ethiopia,ET,2018.0,"1,096,570","102,694,422",2.62,2.63,93.7,"2,701,118",4.28,32.6,2.11,66.6,38.9,6.3,"642,518",-0.1,"-7,379",50.3,24.4,37.8,43.6,22.5,13.6,Africa,L
725,Finland,FI,2018.0,"303,815","5,538,400",0.33,0.06,18.2,"3,022",1.75,10.6,0.85,81.2,2.2,10.1,"55,925",2.8,"15,345",85.73333333333333,31.666666666666668,59.66666666666666,72.5,94.06666666666666,116.76666666666668,Europe,H
726,France,FR,2018.0,"640,427","67,370,049",0.35,0.22,105.2,"149,609",1.93,11.3,0.94,82.7,3.1,9,"609,101",1.3,"85,345",84.1625,29.2,57.65,78.125,81.275,100.4125,Europe,H
727,Georgia,GE,2018.0,"69,700","4,990,787",0.01,0.22,71.6,"11,146",2.12,14.6,1.02,73.8,20.1,12.3,"61,447",-2.2,"-10,783",29.7,10.6,20.5,24.6,29.2,35.6,Asia,UM
728,Germany,DE,2018.0,"348,672","84,333,044",0.24,-0.19,241.9,"-155,635",1.58,9.3,0.77,81.5,3.2,11.2,"943,158",4.2,"353,472",75.40555555555555,29.85,53.43888888888889,59.62222222222223,71.63888888888889,128.19444444444446,Europe,H
729,Ghana,GH,2018.0,"227,533","30,197,001",2.38,2.37,132.7,"716,141",3.84,30.6,1.89,67.8,35.7,6.9,"207,355",0.1,"3,512",61.9,32.3,47.6,60.1,40.1,14.1,Africa,LM
730,Greece,GR,2018.0,"130,647","10,668,856",-0.27,-0.36,81.7,"-38,413",1.37,8.1,0.66,80.9,3.7,11.7,"125,031",0.9,"9,243",62.333333333333336,11.666666666666666,37.86666666666667,50.0,60.03333333333333,55.4,Europe,H
731,Guatemala,GT,2018.0,"107,159","16,572,901",1.71,1.95,154.7,"323,541",2.87,24.6,1.4,71.8,28.6,5,"83,606",-2.4,"-40,116",47.0,15.5,31.8,43.6,37.2,41.4,North America,UM
732,Hungary,HU,2018.0,"89,608","10,062,551",-0.11,-0.46,112.3,"-46,505",1.48,9.1,0.72,75.8,4.7,13.7,"137,571",3.5,"35,429",47.95,14.2,31.65,39.25,36.7,52.0,Europe,H
733,Iceland,IS,2018.0,"100,250","343,534",1.09,0.71,3.4,"2,446",1.99,13.6,0.97,83.1,1.7,6.4,"2,211",3.7,"1,283",123.8,57.2,91.7,118.2,133.2,88.9,Europe,H
734,India,IN,2018.0,"2,973,193","1,341,470,939",1.06,1.08,451.2,"14,450,605",2.15,17.3,1.02,71.2,32.3,6.6,"8,793,487",-0.2,"-263,783",27.65,6.946428571428571,17.660714285714285,28.592857142857145,19.25,75.20714285714287,Asia,LM
735,Indonesia,ID,2018.0,"1,811,569","268,149,316",0.9,0.99,148,"2,648,784",2.15,16.6,1.05,72,21.5,6.7,"1,808,084",-0.9,"-234,635",40.85,8.799999999999999,25.4,45.41666666666666,20.05,35.0,Asia,LM
736,Iraq,IQ,2018.0,"437,367","37,164,456",2.24,2.28,85,"845,631",3.55,26.9,1.73,71.6,22.3,4.2,"155,132",-0.4,"-13,717",47.6,14.35,31.55,41.0,42.55,50.650000000000006,Asia,UM
737,Ireland,IE,2018.0,"68,883","4,919,892",1.5,0.61,71.4,"29,882",1.73,12.4,0.84,82.2,2.8,6.3,"31,140",8.9,"43,977",86.42500000000001,41.1,64.575,74.725,88.025,96.925,Europe,H
738,Israel,IL,2018.0,"21,497","8,540,601",1.76,1.55,397.3,"132,216",3.09,20.5,1.51,82.8,2.9,5.1,"43,202",2.1,"18,000",86.15,36.9,62.375,71.25,93.575,104.625,Asia,H
739,Italy,IT,2018.0,"294,140","61,488,598",-0.03,-0.32,209,"-193,386",1.21,7.2,0.59,82.8,3,10.3,"633,133",2.9,"175,364",79.9090909090909,27.172727272727272,54.49090909090909,69.9090909090909,82.99090909090908,76.91818181818182,Europe,H
740,Japan,JP,2018.0,"364,485","125,918,130",-0.26,-0.33,345.5,"-417,389",1.42,7.6,0.69,84.2,2,10.9,"1,372,698",0.8,"94,438",90.86666666666667,28.53333333333333,60.8,99.1,52.86666666666667,97.96666666666664,Asia,H
741,Jordan,JO,2018.0,"88,802","10,457,794",2.02,2.02,117.8,"210,849",3.14,23.6,1.52,75,15.3,3.4,"35,755",0,0,58.5,14.6,37.3,49.6,55.6,41.8,Asia,UM
742,Kazakhstan,KZ,2018.0,"2,699,700","19,062,449",1.25,1.4,7.1,"267,329",2.72,20.9,1.32,73.7,11.8,6.8,"130,426",-1.5,"-29,120",36.75,13.3,25.450000000000003,30.700000000000003,37.15,43.65,Asia,UM
743,Kenya,KE,2018.0,"569,140","51,187,423",2.26,2.29,89.9,"1,169,607",3.59,28.3,1.78,68.1,32,5.4,"277,345",-0.2,"-10,691",42.1,12.3,27.7,40.4,34.3,27.9,Africa,LM
744,Latvia,LV,2018.0,"62,249","1,924,381",-1.07,-0.5,30.9,"-9,619",1.52,9.6,0.74,74.9,5.1,14.6,"28,067",-5.7,"-11,050",54.9,15.2,35.8,42.6,51.1,53.8,Europe,H
745,Lebanon,LB,2018.0,"10,230","6,093,900",-3.13,0.9,595.7,"54,958",1.72,14.1,0.84,77.9,7.6,5.1,"30,814",-40.4,"-245,886",65.0,35.0,50.5,47.5,66.6,52.7,Asia,UM
746,Lithuania,LT,2018.0,"62,680","2,797,002",-1.03,-0.49,44.6,"-13,752",1.6,9.9,0.78,75.1,3.7,14.8,"41,295",-5.4,"-15,069",53.0,13.966666666666669,34.166666666666664,42.4,47.46666666666667,57.833333333333336,Europe,H
747,Luxembourg,LU,2018.0,"2,586","605,984",1.91,0.43,234.3,"2,614",1.62,11.6,0.79,82.5,3.4,7.2,"4,383",14.8,"8,938",95.4,61.6,79.1,82.7,109.6,127.4,Europe,H
748,Malaysia,MY,2018.0,"328,657","32,425,760",1.17,1.02,98.7,"329,914",1.86,15.5,0.9,75.7,6.8,5.3,"172,031",1.5,"50,000",48.15714285714286,11.671428571428573,30.557142857142857,55.07142857142857,24.214285714285715,61.2,Asia,UM
749,Malta,MT,2018.0,316,"449,044",0.99,0.21,"1,421.00",957,1.48,10,0.72,82.7,4.8,7.9,"3,544",7.8,"3,480",78.9,36.2,58.3,69.3,89.2,74.9,Europe,H
750,Mexico,MX,2018.0,"1,943,945","126,119,342",0.95,1.02,64.9,"1,291,219",1.94,16.1,0.94,75,13.4,5.8,"733,665",-0.7,"-90,541",34.57,10.31,22.87,32.190000000000005,31.29,61.25,North America,UM
751,Moldova,MD,2018.0,"32,891","3,680,426",-1.52,-0.38,111.9,"-13,954",1.2,9,0.58,70.4,13.5,12.8,"47,174",-11.4,"-42,049",34.1,9.4,22.1,27.6,25.5,31.4,Europe,LM
752,Mongolia,MN,2018.0,"1,553,556","3,103,126",1.12,1.2,2,"37,085",2.04,18.2,1,70.2,21.9,6.3,"19,480",-0.8,"-2,500",38.1,11.3,25.2,37.2,25.6,33.7,Asia,LM
753,Montenegro,ME,2018.0,"13,452","614,229",-0.34,0.15,45.7,897,1.83,11.9,0.9,76.9,3.4,10.4,"6,396",-4.9,"-3,005",44.7,11.1,28.5,35.6,37.8,51.8,Europe,UM
754,Morocco,MA,2018.0,"716,550","35,339,189",1.04,1.22,49.3,"430,257",2.38,18.8,1.16,72.6,21.1,6.6,"233,102",-1.8,"-63,949",40.2,14.95,28.0,35.55,28.200000000000003,46.3,Africa,LM
755,Mozambique,MZ,2018.0,"786,380","28,556,573",2.66,2.81,36.3,"802,502",5.12,39.8,2.52,54.6,68.3,11.7,"334,726",-1.6,"-44,400",45.3,18.6,32.4,36.6,41.9,33.1,Africa,L
756,Namibia,,2018.0,"823,290","2,533,465",1.91,1.91,3.1,"48,414",3.21,26.7,1.58,64.6,33.1,7.6,"19,331",0,0,51.8,23.1,38.0,47.8,43.7,55.5,Africa,UM
757,Nepal,NP,2018.0,"143,351","29,622,964",1.01,1.34,206.6,"395,662",2.07,19,1,71.3,27.6,5.6,"165,812",-3.3,"-96,952",36.1,5.8,21.5,33.2,21.9,23.7,Asia,L
758,Netherlands,NL,2018.0,"33,893","17,190,111",0.59,0.09,507.2,"15,162",1.59,9.8,0.78,81.8,3.4,8.9,"153,363",5,"86,372",82.28571428571429,38.385714285714286,61.114285714285714,67.41428571428571,90.71428571428572,106.64285714285714,Europe,H
759,New Zealand,NZ,2018.0,"264,537","4,779,927",1.61,0.58,18.1,"27,915",1.88,12.8,0.92,81.9,3.6,6.9,"33,120",10.3,"49,083",84.1,36.125,60.95,78.45,77.075,109.15,Oceania,H
760,North Macedonia,MK,2018.0,"25,433","2,118,782",0.18,0.11,83.3,"2,390",1.49,10.8,0.72,75.9,8,9.7,"20,461",0.7,"1,475",38.5,9.3,24.4,30.7,29.1,42.0,Europe,UM
761,Norway,NO,2018.0,"304,282","5,314,312",0.61,0.27,17.5,"14,280",1.57,10.4,0.76,82.8,2,7.7,"40,840",3.4,"18,103",115.575,42.95,80.57499999999999,105.95,130.5,107.15,Europe,H
762,Oman,OM,2018.0,"309,500","3,485,106",2,2.04,11.3,"71,049",2.8,23.7,1.37,75.9,15.7,3.3,"11,541",-0.4,"-1,488",51.2,25.4,38.8,46.8,51.6,103.5,Asia,H
763,Pakistan,PK,2018.0,"770,875","223,911,895",2.13,2.2,290.5,"4,935,552",3.76,28.5,1.83,68.5,59.3,6.4,"1,435,926",-0.8,"-171,816",29.133333333333336,7.666666666666667,18.766666666666666,26.96666666666667,23.83333333333333,44.56666666666666,Asia,LM
764,Panama,PA,2018.0,"74,340","4,038,693",2.85,1.39,54.3,"56,193",2.47,19,1.2,78.9,15,5.1,"20,686",14.6,"58,975",57.2,32.5,45.3,56.5,52.9,38.2,North America,H
765,Paraguay,PY,2018.0,"397,302","7,022,461",1.18,1.19,17.7,"83,225",1.9,16.6,0.93,77.5,25.5,4.7,"33,260",-0.1,-504,36.2,10.7,23.9,30.9,27.6,34.7,South America,UM
766,Peru,PE,2018.0,"1,279,996","30,771,840",2.78,1.3,24,"400,801",2.33,18.5,1.14,77.2,11,5.5,"168,484",14.7,"453,264",43.9,17.9,31.4,39.9,31.5,39.6,South America,UM
767,Philippines,PH,2018.0,"298,170","106,513,195",1.57,1.61,357.2,"1,719,128",2.73,21.9,1.33,70.9,22.2,5.8,"613,572",-0.4,"-45,945",39.75,12.833333333333334,26.78333333333333,39.35,21.98333333333333,34.333333333333336,Asia,LM
768,Poland,PL,2018.0,"304,255","38,485,708",-0.08,-0.09,126.5,"-34,531",1.44,9.8,0.7,77.7,4.5,10.7,"412,532",0.1,"3,600",45.49090909090909,16.28181818181818,31.40909090909091,36.345454545454544,37.98181818181818,70.97272727272727,Europe,H
769,Portugal,PT,2018.0,"91,470","10,342,137",-0.27,-0.25,113.1,"-25,566",1.39,8.2,0.68,80.9,2.6,10.7,"110,448",-0.2,"-2,464",55.1,19.0,37.68,45.78,43.56,64.34,Europe,H
770,Puerto Rico,PR,2018.0,"8,869","3,295,244",-1.69,-0.08,371.5,"-2,739",1.21,8,0.59,80.9,6.4,8.8,"28,958",-16,"-52,804",68.8,26.1,48.2,66.2,57.7,116.2,North America,H
771,Qatar,QA,2018.0,"11,586","2,365,810",1.96,0.82,204.2,"19,387",1.91,9.6,0.95,79,7.1,1.4,"3,359",11.4,"27,011",66.1,66.8,66.5,58.0,65.8,120.9,Asia,H
772,Romania,RO,2018.0,"229,891","19,382,573",-0.89,-0.26,84.3,"-49,729",1.89,11.1,0.92,75.8,5.7,13.6,"264,317",-6.4,"-123,048",39.32222222222222,10.088888888888889,25.211111111111112,32.81111111111111,32.47777777777778,57.46666666666667,Europe,UM
773,Rwanda,RW,2018.0,"24,668","12,184,782",2.3,2.35,494,"286,045",3.75,29.7,1.85,64.5,29.1,6.3,"76,203",-0.5,"-6,194",37.2,11.9,25.0,31.3,27.3,28.2,Africa,L
774,Saudi Arabia,SA,2018.0,"2,149,690","33,119,193",1.66,1.25,15.4,"415,407",2.07,15.8,1.01,75.7,13.5,3.3,"108,827",4.1,"134,829",49.575,14.825,32.8,42.975,33.85,127.025,Asia,H
775,Serbia,RS,2018.0,"77,474","6,940,138",-0.54,-0.54,89.6,"-37,680",1.46,9.2,0.7,75.3,4.8,14.7,"101,655",0,0,40.06666666666666,8.5,24.83333333333333,31.066666666666663,32.666666666666664,42.43333333333334,Europe,UM
776,Singapore,SG,2018.0,709,"5,696,047",1.02,0.58,"8,033.90","32,930",1.14,9.5,0.56,85.5,1.6,3.7,"21,181",4.4,"25,000",91.4,71.9,82.0,83.6,64.4,95.9,Asia,H
777,Slovenia,SI,2018.0,"20,151","2,102,031",0.02,-0.08,104.3,"-1,644",1.58,9.2,0.78,81.2,1.6,10,"20,955",1,"2,144",65.5,20.6,43.8,54.8,57.7,74.7,Europe,H
778,South Africa,ZA,2018.0,"1,214,470","56,687,475",1.18,1.32,46.7,"745,526",2.42,20.5,1.2,69.8,23.3,7.3,"414,090",-1.3,"-74,395",48.82,19.34,34.620000000000005,41.06,45.42,97.78,Africa,UM
779,Spain,ES,2018.0,"498,980","46,474,373",0.6,-0.12,93.1,"-54,944",1.33,8,0.65,82.8,2.7,9.2,"427,721",7.2,"334,158",62.57272727272727,23.0,43.49090909090909,53.17272727272727,60.845454545454544,87.64545454545454,Europe,H
780,Sri Lanka,LK,2018.0,"64,630","21,110,598",1.07,0.85,326.6,"180,058",2.19,15.1,1.07,76.6,7.2,6.5,"137,887",2.2,"46,146",37.7,9.9,24.3,42.0,22.7,27.6,Asia,UM
781,Sweden,SE,2018.0,"410,335","10,210,063",1.07,0.23,24.9,"23,589",1.75,11.3,0.84,82.6,2.2,9,"92,185",8.4,"85,621",82.82000000000001,31.98,58.32000000000001,76.17999999999999,88.02,116.76,Europe,H
782,Switzerland,CH,2018.0,"39,997","8,470,888",0.61,0.25,211.8,"20,763",1.55,10.4,0.75,83.5,3.2,7.9,"67,088",3.6,"30,853",130.08333333333334,56.05,94.36666666666667,132.23333333333332,127.76666666666668,128.86666666666667,Europe,H
783,Tanzania,TZ,2018.0,"885,800","56,982,920",2.92,2.97,64.3,"1,694,149",4.7,35.5,2.31,68.1,35.6,5.8,"328,588",-0.5,"-30,219",49.7,24.6,37.6,34.8,33.6,18.9,Africa,L
784,Thailand,TH,2018.0,"510,890","68,854,623",0.35,0.33,134.8,"223,947",1.53,10.6,0.75,76.7,6.9,7.4,"507,980",0.2,"13,967",51.025,17.875,35.025,57.675,27.0,40.475,Asia,UM
785,Tunisia,TN,2018.0,"155,360","11,515,254",0.95,1.11,74.1,"127,337",2.17,17.4,1.05,75.9,13,6.3,"72,825",-1.6,"-18,300",30.1,7.4,19.1,29.5,18.2,34.3,Africa,LM
786,Uganda,UG,2018.0,"197,100","40,574,927",2.76,3.8,205.9,"1,539,938",5.72,43.7,2.82,67.2,35,5.7,"232,803",-10.4,"-420,562",34.1,7.6,21.3,28.0,26.6,23.4,Africa,L
787,Ukraine,UA,2018.0,"579,330","43,780,461",-0.19,-0.65,75.6,"-282,652",1.3,8.6,0.63,71.6,8.2,15.1,"661,097",4.6,"200,000",26.78,9.12,18.28,20.92,21.0,30.08,Europe,LM
788,United Arab Emirates,AE,2018.0,"83,600","9,638,206",0.91,0.96,115.3,"92,298",1.68,11,0.82,78.8,5.5,1.4,"13,209",-0.5,"-4,457",65.66666666666667,53.66666666666666,59.833333333333336,55.46666666666667,59.03333333333334,126.06666666666666,Asia,H
789,United Kingdom,GB,2018.0,"241,930","66,196,401",0.58,0.19,273.6,"124,923",1.68,11.1,0.82,81.3,3.8,9.2,"606,281",3.9,"259,606",76.88148148148149,33.93333333333334,56.17407407407408,63.65555555555556,83.9074074074074,107.11111111111111,Europe,H
790,United States,US,2018.0,"9,151,125","326,838,199",0.53,0.29,35.7,"952,507",--,11.6,--,--,--,8.7,"2,839,205",2,"651,793",74.82631578947368,40.66315789473684,58.34887218045112,76.58045112781956,72.26165413533835,124.07819548872182,North America,H
791,Uruguay,UY,2018.0,"175,015","3,371,478",0.27,0.36,19.3,"11,994",1.79,12.9,0.88,77.6,8.9,9.4,"31,526",-0.9,"-3,000",67.2,21.1,45.0,54.3,70.9,35.7,South America,H
792,Vietnam,VN,2018.0,"310,070","99,578,720",1.09,1.12,321.1,"1,114,982",2.05,16.9,0.95,74.7,15.9,5.7,"567,142",-0.3,"-26,182",40.6,16.7,29.05,41.25,21.9,32.0,Asia,LM
793,Zimbabwe,ZW,2018.0,"386,847","15,085,455",2.28,2.4,39,"361,543",3.68,31.9,1.81,63.8,38.7,7.9,"119,611",-1.2,"-17,535",50.7,14.2,33.1,45.4,36.2,26.9,Africa,LM
794,Albania,AL,2019.0,"27,398","3,072,944",0.27,0.6,112.2,"18,321",1.52,13,0.73,78.9,11.5,7.1,"21,730",-3.3,"-10,000",37.6,9.9,24.3,29.7,29.5,33.8,Europe,UM
795,Algeria,DZ,2019.0,"2,381,740","43,163,934",1.89,1.99,18.1,"858,603",3.1,24,1.51,78.1,19.9,4.1,"175,397",-1,"-44,182",33.1,7.9,21.0,34.4,21.2,32.9,Africa,LM
796,Argentina,AR,2019.0,"2,736,690","45,089,449",0.87,0.88,16.5,"397,040",2.23,16.2,1.08,77.6,9.9,7.4,"335,138",-0.1,"-4,034",35.3,10.6,23.4,28.6,34.0,53.5,South America,UM
797,Armenia,AM,2019.0,"28,203","3,030,310",-0.27,0.28,107.4,"8,483",1.64,12.3,0.78,75.4,13.1,9.5,"28,630",-5.5,"-16,791",32.6,9.9,21.7,25.6,32.7,33.7,Asia,UM
798,Australia,AU,2019.0,"7,682,300","25,113,987",1.43,0.57,3.3,"142,366",1.74,12.4,0.85,82.7,3.1,6.7,"169,137",8.7,"217,560",71.4875,36.95,54.9125,65.3875,72.3875,128.625,Oceania,H
799,Austria,AT,2019.0,"82,445","8,825,644",0.37,-0.03,107,"-2,192",1.49,9.5,0.72,81.8,3.4,9.8,"86,225",4,"34,971",73.03333333333333,26.633333333333336,50.76666666666667,67.46666666666665,69.33333333333333,96.0,Europe,H
800,Azerbaijan,AZ,2019.0,"82,629","10,397,396",0.8,0.79,125.8,"82,365",1.83,13.8,0.86,75.9,10.9,5.9,"61,215",0,388,29.7,9.2,19.8,24.3,32.2,31.6,Asia,UM
801,Bahrain,BH,2019.0,760,"1,473,724",2.11,1.01,"1,939.10","14,813",1.71,12.8,0.84,79.3,10.9,2.8,"4,099",11.1,"16,311",56.0,28.6,42.8,50.7,53.0,70.9,Asia,H
802,Bangladesh,BD,2019.0,"130,170","160,947,649",0.99,1.29,"1,236.40","2,077,894",2.13,18.3,1.04,73.9,32.7,5.4,"867,555",-3,"-480,958",33.9,6.0,20.5,31.0,20.4,38.4,Asia,LM
803,Belarus,BY,2019.0,"202,900","9,657,105",-0.15,-0.3,47.6,"-28,589",1.43,9.5,0.69,74.7,2.1,12.4,"120,042",1.4,"13,870",33.4,10.3,22.3,27.9,36.1,46.0,Europe,UM
804,Belgium,BE,2019.0,"30,278","11,635,321",0.64,0.14,384.3,"16,080",1.78,11.2,0.87,81.3,3.3,9.8,"114,077",5,"58,110",72.625,26.65,50.575,59.3,82.675,94.225,Europe,H
805,Bolivia,BO,2019.0,"1,083,301","11,620,835",1.42,1.47,10.7,"170,935",2.54,20.3,1.24,73.6,22.1,5.6,"65,419",-0.5,"-6,024",38.55,12.1,25.9,31.9,31.0,45.25,South America,LM
806,Brazil,BR,2019.0,"8,358,140","213,349,354",0.78,0.77,25.5,"1,637,105",1.77,14.1,0.86,75.9,13.4,6.4,"1,360,312",0.1,"29,646",44.27777777777778,12.211111111111112,28.88888888888889,32.2,38.144444444444446,40.34444444444445,South America,UM
807,Bulgaria,BG,2019.0,"108,489","7,011,475",-0.65,-0.62,64.6,"-43,560",1.48,8.4,0.72,74.9,8.4,14.6,"102,486",-0.3,"-2,018",37.675,8.9,23.85,32.125,31.175,52.175,Europe,UM
808,Cambodia,KH,2019.0,"176,515","16,129,716",1.36,1.6,91.4,"257,486",2.42,21.7,1.18,70.3,30.4,5.7,"91,847",-2.4,"-38,545",47.4,18.0,33.3,46.4,25.7,16.4,Asia,LM
809,Canada,CA,2019.0,"9,093,507","37,350,365",0.81,0.24,4.1,"88,335",1.56,10.3,0.76,83.4,4.5,7.9,"294,346",5.8,"214,609",65.57222222222222,29.772222222222226,48.37222222222223,63.0,62.68333333333333,111.65555555555557,North America,H
810,Chile,CL,2019.0,"743,812","18,053,934",0.72,0.69,24.3,"124,322",1.78,13.2,0.87,79.2,6.9,6.3,"114,281",0.3,"6,000",50.6,16.8,34.4,42.1,52.4,52.1,South America,H
811,China,CN,2019.0,"9,326,410","1,400,797,713",0.32,0.33,150.2,"4,683,626",1.45,10.6,0.68,77.7,6.8,7.2,"10,087,971",-0.1,"-180,000",42.38,23.380000000000003,33.260000000000005,42.62,31.96,74.16,Asia,UM
812,Colombia,CO,2019.0,"1,038,700","47,829,703",1.71,1.02,46,"489,744",1.96,15.6,0.95,78.4,11.8,5.4,"258,077",6.8,"326,903",30.875,9.1,20.4,25.0,23.2,36.575,South America,UM
813,Costa Rica,CR,2019.0,"51,060","5,076,609",1.07,0.81,99.4,"41,174",1.6,12.7,0.78,80.4,6.4,4.6,"23,099",2.6,"13,154",54.5,16.7,36.4,52.2,46.8,47.0,North America,UM
814,Croatia,HR,2019.0,"55,974","4,250,505",-0.49,-0.37,75.9,"-15,848",1.42,8.8,0.69,76.5,9.2,12.5,"53,295",-1.2,"-5,153",49.4,11.4,31.175,40.55,42.2,56.6,Europe,H
815,Cyprus,CY,2019.0,"9,241","1,252,725",1.22,0.43,135.6,"5,327",1.47,11.1,0.72,79.1,9,6.8,"8,519",8,"9,984",59.63333333333333,19.433333333333334,40.333333333333336,49.0,64.63333333333334,70.0,Europe,H
816,Denmark,DK,2019.0,"42,434","5,841,245",0.51,0.16,137.7,"9,379",1.78,11,0.86,81.1,3.2,9.4,"54,920",3.5,"20,426",82.125,30.775,57.475,64.25,99.5,117.5,Europe,H
817,Dominican Republic,DO,2019.0,"48,320","10,428,436",1.02,1.29,215.8,"134,494",2.37,19.6,1.16,71.6,23.3,6.7,"69,569",-2.7,"-27,840",45.4,12.1,29.4,36.1,42.2,28.0,North America,UM
818,Ecuador,EC,2019.0,"248,360","17,264,296",2,1.47,69.5,"253,979",2.39,19,1.16,81.8,11.2,4.3,"74,559",5.3,"90,554",43.0,13.1,28.633333333333336,38.76666666666667,31.46666666666667,40.36666666666667,South America,UM
819,El Salvador,SV,2019.0,"20,721","6,427,299",0.88,1.29,310.2,"82,772",2.1,18.8,1.02,74.6,12.8,5.9,"38,001",-4.1,"-26,373",49.1,16.6,33.5,50.5,35.6,29.1,North America,LM
820,Estonia,EE,2019.0,"42,388","1,236,253",-0.63,-0.33,29.2,"-4,108",1.6,9.6,0.78,77.2,3.6,12.9,"15,980",-3,"-3,685",51.55,14.9,34.0,38.25,51.1,76.6,Europe,H
821,Fiji,FJ,2019.0,"18,274","930,476",0.52,1.15,50.9,"10,707",2.34,17.7,1.14,73.5,10.7,6.2,"5,758",-6.3,"-5,874",49.4,31.6,40.9,55.4,36.2,32.3,Oceania,UM
822,Finland,FI,2019.0,"303,815","5,556,081",0.31,0.04,18.3,"2,192",1.74,10.6,0.85,81.3,2.2,10.2,"56,726",2.7,"14,803",77.35,29.55,54.35,64.85,82.0,107.8,Europe,H
